,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
118,118,416,1012,1127,1716,1817,2378,2782,2872,3411,3771,4132,4495,4862,5237,5628,6051,6179,6794,6947,7253,7865,8012,8306,8894,8993,9550,9946,10379,10527,10823,11415,11522,12095,12523,12661,12937,13489,13875,14288,14396,14971,15403,15549,15841,16425,16516,17057,17421,17790,18169,18568,19007,19167,19487,19768,20330,20736,20830,21377,21753,22146,22573,22709,22981,23525,23895,24276,24679,25126,25302,25654,25999,26330,26633,27239,27374,27644,28184,28546,28911,29282,29665,30072,30168,30719,31103,31512,31612,32171,32571,33012,33176,33504,33801,34395,34506,35087,35531,35701,36041,36362,36645,37211,37625,37735,38314,38754,38916,39240,39529,40107,40545,40703,41019,41292,41838,42212,42601,43020,43140,43739,43860,44461,44586,45195,45336,45618,46182,46592,46694,47257,47665,47763,48318,48710,49135,49267,49890,50059,50397,50714,50989,51539,51921,52326,52418,52961,53329,53706,54101,54532,54676,54964,55540,55974,56124,56424,57024,57147,57752,57885,58510,58683,59029,59362,59669,60283,60434,60736,61340,61471,62092,62257,62587,62888,63490,63617,64230
119,119,418,1016,1135,1732,1849,2442,2551,3128,3564,3718,4026,4642,4797,5107,5727,5890,6216,6509,7095,7190,7739,8119,8520,8963,9131,9467,9780,10406,10581,10931,11272,11595,11882,12456,12886,13028,13312,13880,14298,14416,15011,15124,15709,15802,16347,16719,17104,17515,17619,18186,18602,18716,19303,19400,19953,20341,20758,20874,21465,21570,22139,22559,22681,23284,23413,24030,24187,24501,25129,25308,25666,26023,26378,26729,27072,27399,27694,28284,28387,28952,29364,29470,30041,30465,30595,31214,31375,31697,31982,32552,32974,33100,33711,33856,34146,34726,35168,35334,35666,35971,36581,36724,37010,37582,38008,38142,38769,38946,39300,39649,39988,40307,40586,41144,41542,41979,42135,42447,43071,43242,43584,43909,44200,44782,45228,45402,45750,46087,46402,46673,47215,47581,47954,48341,48756,48868,49451,49899,50077,50433,50786,51133,51468,51779,52401,52568,52902,53211,53829,53988,54306,54583,55137,55527,55948,56072,56679,56816,57090,57638,58016,58413,58848,59000,59304,59912,60051,60329,60885,61279,61708,61848,62128,62688,63090,63535,63707,64051
120,120,420,1020,1143,1748,1881,2506,2679,3025,3358,3665,4279,4430,4732,5336,5467,6088,6253,6583,6884,7486,7613,8226,8375,8673,9269,9384,9973,10074,10635,11039,11129,11668,12028,12389,12752,13119,13494,13885,14308,14436,15051,15204,15510,16122,16269,16563,17151,17250,17807,18203,18636,18784,19080,19672,19779,20352,20780,20918,21194,21746,22132,22545,22653,23228,23660,23806,24098,24682,24773,25314,25678,26047,26426,26825,27264,27424,27744,28025,28587,28993,29087,29634,30010,30403,30830,30966,31238,31782,32152,32533,32936,33383,33559,33911,34256,34587,34890,35496,35631,35901,36441,36803,37168,37539,37922,38329,38425,38976,39360,39769,39869,40428,40828,41269,41433,41761,42058,42652,42763,43344,43788,43958,44298,44619,44902,45468,45882,45992,46571,47011,47173,47497,47786,48364,48802,48960,49276,49549,50095,50469,50858,51277,51397,51996,52117,52718,52843,53452,53593,53875,54439,54849,54951,55514,55922,56020,56575,56967,57392,57524,58147,58316,58654,58971,59246,59796,60178,60583,60675,61218,61586,61963,62358,62789,62933,63221,63797,64231
121,121,422,1024,1151,1764,1913,2211,2807,2922,3511,3612,4173,4577,4667,5206,5566,5927,6290,6657,7032,7423,7846,7974,8589,8742,9048,9660,9807,10101,10689,10788,11345,11741,12174,12322,12618,13210,13317,13890,14318,14456,14732,15284,15670,16083,16191,16766,17198,17344,17636,18220,18311,18852,19216,19585,19964,20363,20802,20962,21282,21563,22125,22531,22625,23172,23548,23941,24368,24504,24776,25320,25690,26071,26474,26921,27097,27449,27794,28125,28428,29034,29169,29439,29979,30341,30706,31077,31460,31867,31963,32514,32898,33307,33407,33966,34366,34807,34971,35299,35596,36190,36301,36882,37326,37496,37836,38157,38440,39006,39420,39530,40109,40549,40711,41035,41324,41902,42340,42498,42814,43087,43633,44007,44396,44815,44935,45534,45655,46256,46381,46990,47131,47413,47977,48387,48489,49052,49460,49558,50113,50505,50930,51062,51685,51854,52192,52509,52784,53334,53716,54121,54213,54756,55124,55501,55896,56327,56471,56759,57335,57769,57919,58219,58819,58942,59547,59680,60305,60478,60824,61157,61464,62078,62229,62531,63135,63266,63887,64052
122,122,424,1028,1159,1780,1945,2275,2576,3178,3305,3918,4067,4365,4961,5076,5665,5766,6327,6731,6821,7360,7720,8081,8444,8811,9186,9577,10000,10128,10743,10896,11202,11814,11961,12255,12843,12942,13499,13895,14328,14476,14772,15364,15471,16044,16472,16610,16886,17438,17824,18237,18345,18920,19352,19498,19790,20374,20465,21006,21370,21739,22118,22517,22956,23116,23436,23717,24279,24685,24779,25326,25702,26095,26522,26658,26930,27474,27844,28225,28628,29075,29251,29603,29948,30279,30582,31188,31323,31593,32133,32495,32860,33231,33614,34021,34117,34668,35052,35461,35561,36120,36520,36961,37125,37453,37750,38344,38455,39036,39480,39650,39990,40311,40594,41160,41574,41684,42263,42703,42865,43189,43478,44056,44494,44652,44968,45241,45787,46161,46550,46969,47089,47688,47809,48410,48535,49144,49285,49567,50131,50541,50643,51206,51614,51712,52267,52659,53084,53216,53839,54008,54346,54663,54938,55488,55870,56275,56367,56910,57278,57655,58050,58481,58625,58913,59489,59923,60073,60373,60973,61096,61701,61834,62459,62632,62978,63311,63618,64232
123,123,426,1032,1167,1437,1977,2339,2704,3075,3458,3865,3961,4512,4896,5305,5405,5964,6364,6805,6969,7297,7594,8188,8299,8880,9324,9494,9834,10155,10438,11004,11418,11528,12107,12547,12709,13033,13322,13900,14338,14496,14812,15085,15631,16005,16394,16813,16933,17532,17653,18254,18379,18988,19129,19411,19975,20385,20487,21050,21458,21556,22111,22503,22928,23060,23683,23852,24190,24507,24782,25332,25714,26119,26211,26754,27122,27499,27894,28325,28469,28757,29333,29767,29917,30217,30817,30940,31545,31678,32303,32476,32822,33155,33462,34076,34227,34529,35133,35264,35885,36050,36380,36681,37283,37410,38023,38172,38470,39066,39181,39770,39871,40432,40836,40926,41465,41825,42186,42549,42916,43291,43682,44105,44233,44848,45001,45307,45919,46066,46360,46948,47047,47604,48000,48433,48581,48877,49469,49576,50149,50577,50715,50991,51543,51929,52342,52450,53025,53457,53603,53895,54479,54570,55111,55475,55844,56223,56622,57061,57221,57541,57822,58384,58790,58884,59431,59807,60200,60627,60763,61035,61579,61949,62330,62733,63180,63356,63708,64053
124,124,428,1036,1175,1453,2009,2403,2832,2972,3252,3812,4214,4659,4831,5175,5504,5803,6401,6520,7117,7234,7827,7936,8513,8949,9103,9411,10027,10182,10492,11112,11275,11601,11894,12480,12575,13124,13504,13905,14348,14516,14852,15165,15791,15966,16316,16657,16980,17267,17841,18271,18413,18697,19265,19683,19801,20396,20509,21094,21187,21732,22104,22489,22900,23004,23571,23987,24101,24688,24785,25338,25726,26143,26259,26850,26955,27524,27944,28066,28669,28798,29415,29572,29886,30514,30693,31051,31408,31763,32114,32457,32784,33079,33669,33772,34337,34749,34855,35426,35850,35980,36599,36760,37082,37367,37937,38359,38485,39096,39241,39531,40111,40553,40719,41051,41356,41966,42109,42395,42967,43393,43527,44154,44331,44685,45034,45373,45692,45971,46529,46927,47364,47520,47832,48456,48627,48969,49294,49585,50167,50613,50787,51135,51472,51787,52058,52600,52966,53339,53726,54141,54253,54836,55284,55462,55818,56171,56518,56853,57164,57786,57953,58287,58596,59214,59373,59691,59968,60522,60912,61333,61457,62064,62201,62475,63023,63401,63798,64233
125,125,430,1040,1183,1469,2041,2467,2601,3228,3405,3759,4108,4447,4766,5045,5603,6001,6438,6594,6906,7530,7701,8043,8368,8659,9241,9687,9861,10209,10546,10861,11132,11674,12040,12413,12800,13215,13327,13910,14358,14536,14892,15245,15592,15927,16238,16860,17027,17361,17670,18288,18447,18765,19042,19596,19986,20407,20531,21138,21275,21549,22097,22475,22872,23307,23459,23763,24371,24510,24788,25344,25738,26167,26307,26587,27147,27549,27994,28166,28510,28839,29138,29736,29855,30452,30569,31162,31271,31848,32284,32438,32746,33362,33517,33827,34447,34610,34936,35229,35815,35910,36459,36839,37240,37683,37851,38187,38500,39126,39301,39651,39992,40315,40602,41176,41606,41748,42032,42600,43018,43136,43731,43844,44429,44522,45067,45439,45824,46235,46339,46906,47322,47436,48023,48120,48673,49061,49478,49594,50185,50290,50859,51279,51401,52004,52133,52750,52907,53221,53849,54028,54386,54743,55098,55449,55792,56119,56414,57004,57107,57672,58084,58190,58761,59185,59315,59934,60095,60417,60702,61272,61694,61820,62431,62576,62866,63446,63888,64054
126,126,432,1044,1191,1485,2073,2172,2729,3125,3558,3706,4002,4594,4701,5274,5702,5840,6116,6668,7054,7467,7575,8150,8582,8728,9020,9604,9695,10236,10600,10969,11348,11747,12186,12346,12666,12947,13509,13915,14009,14556,14932,15325,15752,15888,16160,16704,17074,17455,17858,18305,18481,18833,19178,19509,19812,20418,20553,20823,21363,21725,22090,22461,22844,23251,23347,23898,24282,24691,24791,25350,25750,26191,26355,26683,26980,27574,27685,28266,28710,28880,29220,29541,29824,30390,30804,30914,31493,31933,32095,32419,32708,33286,33724,33882,34198,34471,35017,35391,35780,36199,36319,36918,37039,37640,37765,38374,38515,38797,39361,39771,39873,40436,40844,40942,41497,41889,42314,42446,43069,43238,43576,43893,44168,44718,45100,45505,45597,46140,46508,46885,47280,47711,47855,48143,48719,49153,49303,49603,50203,50326,50931,51064,51689,51862,52208,52541,52848,53462,53613,53915,54519,54650,55271,55436,55766,56067,56669,56796,57409,57558,57856,58452,58567,59156,59257,59818,60222,60312,60851,61211,61572,61935,62302,62677,63068,63491,63619,64234
127,127,434,1048,1199,1501,2105,2236,2857,3022,3352,3653,4255,4382,4995,5144,5442,6038,6153,6742,6843,7404,7808,7898,8437,8797,9158,9521,9888,10263,10654,11077,11205,11820,11973,12279,12891,13038,13332,13920,14019,14576,14972,15405,15553,15849,16441,16548,17121,17549,17687,17963,18515,18901,19314,19422,19997,20429,20575,20867,21451,21542,22083,22447,22816,23195,23594,24033,24193,24513,24794,25356,25762,25856,26403,26779,27172,27599,27735,28007,28551,28921,29302,29705,30152,30328,30680,31025,31356,31659,32265,32400,32670,33210,33572,33937,34308,34691,35098,35194,35745,36129,36538,36638,37197,37597,38038,38202,38530,38827,39421,39532,40113,40557,40727,41067,41388,41671,42237,42651,42761,43340,43780,43942,44266,44555,45133,45571,45729,46045,46318,46864,47238,47627,48046,48166,48765,48886,49487,49612,50221,50362,50644,51208,51618,51720,52283,52691,52789,53344,53736,54161,54293,54916,55085,55423,55740,56015,56565,56947,57352,57444,57987,58355,58732,59127,59558,59702,59990,60566,61000,61150,61450,62050,62173,62778,62911,63536,63709,64055
128,128,436,1052,1207,1517,2137,2300,2626,2919,3505,3600,4149,4529,4930,5373,5541,5877,6190,6816,6991,7341,7682,8005,8292,8866,9296,9438,9722,10290,10708,10826,11421,11534,12119,12212,12757,13129,13514,13925,14029,14596,15012,15126,15713,15810,16363,16751,17168,17284,17875,17980,18549,18969,19091,19694,19823,20440,20597,20911,21539,21718,22076,22433,22788,23139,23482,23809,24104,24694,24797,25362,25774,25880,26451,26875,27005,27624,27785,28107,28392,28962,29384,29510,30121,30266,30556,31136,31578,31744,32076,32381,32991,33134,33420,33992,34418,34552,35179,35356,35710,36059,36398,36717,36996,37554,37952,38389,38545,38857,39481,39652,39994,40319,40610,41192,41638,41812,42160,42497,42812,43083,43625,43991,44364,44751,45166,45278,45861,46309,46487,46843,47196,47543,47878,48189,48811,48978,49312,49621,50239,50398,50716,50993,51547,51937,52358,52482,53089,53226,53500,54048,54426,54823,55258,55410,55714,56322,56461,56739,57295,57689,58118,58258,58538,59098,59500,59945,60117,60461,60790,61089,61687,61806,62403,62520,63113,63222,63799,64235
129,129,438,1056,1215,1533,1810,2364,2754,3175,3299,3906,4043,4317,4865,5243,5640,6075,6227,6531,7139,7278,7556,8112,8506,8935,9075,9355,9915,10317,10762,10934,11278,11607,11906,12504,12623,13220,13337,13930,14039,14616,15052,15206,15514,16130,16285,16595,17215,17378,17704,17997,18583,18678,19227,19607,20008,20451,20619,20955,21268,21894,22069,22419,22760,23083,23370,23944,24374,24516,24800,25368,25786,25904,26499,26612,27197,27290,27835,28207,28592,29003,29107,29674,30090,30204,30791,30888,31441,31829,32246,32362,32953,33058,33627,34047,34169,34772,34901,35518,35675,35989,36617,36796,37154,37511,37866,38217,38560,38887,39182,39772,39875,40440,40852,40958,41529,41953,42083,42702,42863,43185,43470,44040,44462,44588,45199,45344,45634,46214,46656,46822,47154,47459,48069,48212,48498,49070,49496,49630,50257,50434,50788,51137,51476,51795,52074,52632,53030,53467,53623,53935,54559,54730,55072,55397,55688,56270,56716,56890,57238,57575,57890,58161,58703,59069,59442,59829,60244,60356,60939,61387,61565,61921,62274,62621,62956,63267,63889,64056
130,130,440,1060,1223,1549,1842,2428,2523,3072,3452,3853,4296,4464,4800,5113,5739,5914,6264,6605,6928,7215,7789,8219,8361,8645,9213,9631,9749,10344,10457,11042,11135,11680,12052,12437,12848,12952,13519,13935,14049,14636,14733,15286,15674,16091,16207,16798,16903,17472,17892,18014,18617,18746,19363,19520,19834,20462,20641,20999,21356,21711,22062,22405,22732,23027,23617,23720,24285,24697,24803,25374,25798,25928,26547,26708,27030,27315,27885,28307,28433,29044,29189,29479,30059,30501,30667,30999,31304,31914,32057,32343,32915,33341,33475,34102,34279,34633,34982,35321,35640,35919,36477,36875,37312,37468,37780,38404,38575,38917,39242,39533,40115,40561,40735,41083,41420,41735,42006,42548,42914,43287,43674,44089,44201,44784,45232,45410,45766,46119,46466,46801,47112,47734,47901,48235,48544,49162,49321,49639,49916,50470,50860,51281,51405,52012,52149,52423,52971,53349,53746,54181,54333,54637,55245,55384,55662,56218,56612,57041,57181,57461,58021,58423,58868,59040,59384,59713,60012,60610,60729,61326,61443,62036,62145,62722,63158,63312,63620,64236
131,131,442,1064,1231,1565,1874,2492,2651,2969,3246,3800,4190,4611,4735,5342,5479,5753,6301,6679,7076,7511,7663,7967,8575,8714,8992,9548,9942,10371,10511,10791,11351,11753,12198,12370,12714,13043,13342,13940,14059,14656,14773,15366,15475,16052,16488,16642,16950,17566,17721,18031,18651,18814,19140,19433,20019,20114,20663,21043,21444,21887,22055,22391,22704,23330,23505,23855,24196,24519,24806,25380,25810,25952,26236,26804,27222,27340,27935,28048,28633,28726,29271,29643,30028,30439,30543,31110,31526,31640,32227,32324,32877,33265,33682,33798,34389,34494,35063,35483,35605,36208,36337,36954,37111,37425,38053,38232,38590,38947,39302,39653,39996,40323,40618,41208,41311,41876,42288,42394,42965,43389,43519,44138,44299,44621,44906,45476,45898,46024,46635,46780,47070,47650,48092,48258,48590,48895,49505,49648,49934,50506,50932,51066,51693,51870,52224,52573,52912,53231,53510,54068,54466,54903,55059,55371,55995,56166,56508,56833,57124,57706,58152,58326,58674,59011,59326,59597,60139,60505,60878,61265,61680,61792,62375,62823,63001,63357,63710,64057
132,132,444,1068,1239,1581,1906,2197,2779,3225,3399,3747,4084,4399,4670,5212,5578,5951,6338,6753,6865,7448,7896,8074,8430,8783,9130,9465,9776,10398,10565,10899,11208,11826,11985,12303,12580,13134,13524,13945,14069,14676,14813,15087,15635,16013,16410,16845,16997,17301,17909,18048,18326,18882,19276,19705,19845,20125,20685,21087,21532,21704,22048,22377,22676,23274,23393,23990,24107,24700,24809,25386,25822,25976,26284,26900,27055,27365,27985,28148,28474,28767,29353,29448,29997,30377,30778,31221,31389,31725,32038,32664,32839,33189,33530,33853,34140,34714,35144,35286,35570,36138,36556,36674,37269,37382,37967,38060,38605,38977,39362,39773,39877,40444,40860,40974,41561,41658,42211,42599,43016,43132,43723,43828,44397,44817,44939,45542,45671,46288,46445,46759,47387,47566,47924,48281,48636,48987,49330,49657,49952,50542,50645,51210,51622,51728,52299,52723,52853,53472,53633,53955,54240,54810,55232,55358,55969,56114,56404,56984,57426,57592,57924,58229,58839,58982,59268,59840,60266,60400,61027,61204,61558,61907,62246,62565,62844,63402,63800,64237
133,133,446,1072,1247,1597,1938,2261,2548,3122,3552,3694,3978,4546,4964,5082,5677,5790,6375,6468,7013,7385,7770,8181,8285,8852,9268,9382,9969,10066,10619,11007,11424,11540,12131,12236,12805,13225,13347,13950,14079,14696,14853,15167,15795,15974,16332,16689,17044,17395,17738,18065,18360,18950,19053,19618,20030,20136,20707,21131,21261,21880,22041,22363,22648,23218,23640,23766,24377,24522,24812,25392,25834,26000,26332,26637,27247,27390,27676,28248,28674,28808,29435,29612,29966,30315,30654,30973,31252,31810,32208,32645,32801,33113,33737,33908,34250,34575,34866,35448,35894,36068,36416,36753,37068,37339,37881,38247,38620,39007,39422,39534,40117,40565,40743,41099,41452,41799,42134,42445,43067,43234,43568,43877,44495,44654,44972,45249,45803,46193,46614,46738,47345,47482,47756,48304,48682,49079,49514,49666,49970,50578,50717,50995,51551,51945,52374,52514,52794,53354,53756,54201,54373,54717,55046,55345,55943,56062,56659,56776,57369,57478,58055,58491,58645,58953,59569,59724,60034,60654,60817,61143,61436,62022,62117,62666,63046,63447,63890,64058
134,134,448,1076,1255,1613,1970,2325,2676,3019,3346,3641,4231,4334,4899,5311,5417,5988,6412,6542,7161,7322,7644,7929,8499,8921,9047,9658,9803,10093,10673,11115,11281,11613,11918,12528,12671,12957,13529,13955,14089,14716,14893,15247,15596,15935,16254,16533,17091,17489,17926,18082,18394,19018,19189,19531,19856,20147,20729,21175,21349,21697,22034,22349,22620,23162,23528,23901,24288,24703,24815,25398,25846,26024,26380,26733,27080,27415,27726,28348,28515,28849,29158,29776,29935,30253,30530,31084,31474,31895,32019,32626,32763,33037,33585,33963,34360,34795,34947,35251,35859,35998,36276,36832,37226,37655,37795,38075,38635,39037,39482,39654,39998,40327,40626,41224,41343,41940,42057,42650,42759,43336,43772,43926,44234,44850,45005,45315,45935,46098,46424,46717,47303,47398,47947,48327,48728,49171,49339,49675,49988,50614,50789,51139,51480,51803,52090,52664,53094,53236,53520,54088,54506,54624,55219,55332,55917,56010,56555,56927,57312,57723,57827,58394,58810,58924,59511,59608,60161,60549,60966,61082,61673,61778,62347,62767,62889,63492,63621,64238
135,135,450,721,1263,1629,2002,2389,2804,2916,3499,3947,4125,4481,4834,5181,5516,5827,6449,6616,6950,7259,7877,8036,8354,8631,9185,9575,9996,10120,10727,10864,11138,11686,12064,12461,12896,13048,13352,13960,14099,14377,14933,15327,15756,15896,16176,16736,17138,17583,17755,18099,18428,18727,19325,19444,20041,20158,20751,20860,21437,21873,22027,22335,22951,23106,23416,24036,24199,24525,24818,25404,25499,26048,26428,26829,27272,27440,27776,28089,28715,28890,29240,29581,29904,30191,30765,31195,31337,31621,32189,32607,32725,33320,33433,34018,34111,34656,35028,35413,35824,35928,36495,36911,37025,37612,37709,38262,38650,39067,39183,39774,39879,40448,40868,40990,41593,41722,42339,42496,42810,43438,43617,43975,44332,44687,45038,45381,45708,46003,46593,46696,47261,47673,47779,48350,48774,48904,49523,49684,50006,50291,50861,51283,51409,52020,52165,52455,53035,53477,53643,53975,54280,54890,55033,55319,55891,56317,56451,57078,57255,57609,57958,58297,58616,58895,59453,59851,60288,60444,60756,61380,61551,61893,62218,62509,63091,63537,63711,64059
